compound_id	pert_id	smiles	SAFE
BAX-channel-blocker	BRD-A18763547	OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21	n14c2ccc(Br)cc2c2cc(Br)ccc21.N13CCNCC1.OC(C3)C4
estradiol	BRD-A18917088	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O
pseudopelletierine	BRD-A19053259	CN1C2CCCC1CC(=O)C2	CN1C2CCCC1CC(=O)C2
trimipramine	BRD-A19195498	CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	N14c2ccccc2CCc2ccccc21.CC(C3)C4.N3(C)C
latrunculin-b	BRD-A19248578	CC1=CC(=O)OC2CC(CCC(C)C=CCC1)OC(O)(C1CSC(=O)N1)C2	CC1=CC(=O)OC2CC(CCC(C)C=CCC1)OC(O)(C1CSC(=O)N1)C2
geldanamycin	BRD-A19500257	COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O	COC1=C2CC(C)CC4C(O)C(C)C=C(C)C5C6C=CC=C(C)C(=O)NC(=CC1=O)C2=O.C3(N)=O.O4C.O35.O6C
perhexiline	BRD-A19633847	C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1	C1CCC4CC1.C13CCCCN1.C15CCCCC1.C45C3
mianserin	BRD-A19661776	CN1CCN2c3ccccc3Cc3ccccc3C2C1	CN1CCN2c3ccccc3Cc3ccccc3C2C1
ondansetron	BRD-A19736161	Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	C15CCc2c(c3ccccc3n2C)C1=O.Cc1nccn14.C45
medrysone	BRD-A20126139	CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C	C15CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C.CC5=O
2',5'-dideoxyadenosine	BRD-A20131130	CC1OC(n2cnc3c(N)ncnc32)CC1O	n14cnc2c(N)ncnc21.CC1OC4CC1O
atenolol-(+/-)	BRD-A20239487	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1	c13ccc6cc1.C5C(O)C2.C6C(N)=O.CC4C.N45.O23
dihydroxyphenylglycine	BRD-A20589515	NC(C(=O)O)c1cc(O)cc(O)c1	c12cc(O)cc(O)c1.NC2C(=O)O
thiostrepton	BRD-A20697603	C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)C(=CC)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O	c18csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)C=9NC(=O)C%10NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C%11NC2C=Cc3c%12cc(nc3C2O)C(=O)OC4C)n1.C=C(N6)C(N)=O.C6(=O)C(=C)N7.C%11(C)CC.C78=O.C%10(C)O.C%12(C)O.C=9C
WAY-213613	BRD-A20968261	NC(CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(=O)O	c15cc(F)c(F)cc1Br.NC(CC3=O)C(=O)O.c16ccc4cc1.N36.O45
naltriben	BRD-A21723284	Oc1ccc2c3c1OC1c4oc5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314	Oc1ccc2c3c1OC1c4oc5ccccc5c4CC4(O)C(C2)N6CCC314.C17CC1.C67
praziquantel	BRD-A21858158	O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1	N14CC(=O)N2CCc3ccccc3C2C1.C15CCCCC1.O=C45
estropipate	BRD-A22143024	CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O	CC12CCC3c4ccc5cc4CCC3C1CCC2=O.O5S(=O)(=O)O
terazosin	BRD-A22256192	COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC	c16cc2nc8nc(N)c2cc17.N18CCN5CC1.C19CCCO1.C59=O.CO6.O7C
pantoprazole	BRD-A22380646	COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC	C7S(=O)c1nc2cc5ccc2[nH]1.c14ccnc7c16.O5C(F)F.CO4.O6C
procaterol	BRD-A22684332	CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12	c15ccc(O)c2[nH]c(=O)ccc12.CCC3C5O.C4(C)C.N34
SB-205384	BRD-A22707317	CC#CCOC(=O)c1c(C)nc2sc3c(c2c1N)CCC(O)C3	c16c(C)nc2sc3c(c2c1N)CCC(O)C3.CC#CC5.C46=O.O45
BVT-948	BRD-A22713669	CC1(C)C(=O)N=C2c3ccccc3C(=O)C(=O)C21	CC1(C)C(=O)N=C2c3ccccc3C(=O)C(=O)C21
homochlorcyclizine	BRD-A22769835	CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1	CN1CCCN3CC1.c15ccc(Cl)cc1.c14ccccc1.C345
tenoxicam	BRD-A22844106	CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O	CN1C5C(=O)c2sccc2S1(=O)=O.c14ccccn1.C35=O.N34
pheniramine	BRD-A23072235	CN(C)CCC(c1ccccc1)c1ccccn1	c14ccccc1.c13ccccn1.C2CC34.CN2C
westcort	BRD-A23290232	CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C	C167CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C.CCCCC5=O.C7(=O)CO.O56
sibutramine	BRD-A23359898	CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1	c15ccc(Cl)cc1.CC(C)CC34.C145CCC1.N3(C)C
oxymetholone	BRD-A23637604	CC12CC(C=O)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O	CC12CC(C=O)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O
NAS-181	BRD-A23683907	C1=C(CN2CCOCC2)COc2c1cccc2OCC1CNCCO1	C1=C(C5)COc2c4cccc21.N15CCOCC1.C16CNCCO1.O34.C36
saclofen	BRD-A24122750	NCC(CS(=O)(=O)O)c1ccc(Cl)cc1	NCC2CS(=O)(=O)O.c12ccc(Cl)cc1
ifenprodil	BRD-A24191444	CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1	c15ccc(O)cc1.N13CCC4CC1.c16ccccc1.CC3C5O.C46
ofloxacin	BRD-A24228527	CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	CC1COc2c4c(F)cc3c(=O)c5cn1c23.N14CCN(C)CC1.C5(=O)O
zeranol	BRD-A24381660	CC1CCCC(O)CCCCCc2cc(O)cc(O)c2C(=O)O1	CC1CCCC(O)CCCCCc2cc(O)cc(O)c2C(=O)O1
BE-2254	BRD-A24429032	O=C1c2ccccc2CCC1CNCCc1ccc(O)cc1	O=C1c2ccccc2CCC15.c16ccc(O)cc1.C4C6.C35.N34
warfarin	BRD-A24514565	CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	c14c(O)c2ccccc2oc1=O.CC(=O)CC34.c13ccccc1
nornicotine	BRD-A24543851	c1cncc(C2CCCN2)c1	c1cncc3c1.C13CCCN1
laudanosine	BRD-A24817035	COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC	C8C1c2cc5c6cc2CCN1C.c14ccc8cc17.CO4.O5C.O6C.O7C
erastin	BRD-A25004090	CCOc1ccccc1-n1c(C(C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O	n1%11c%10nc2ccccc2c1=O.c17ccccc1%11.N19CCN4CC1.c18ccc(Cl)cc1.C4(=O)C6.C9%10C.CC5.O57.O68
benzatropine	BRD-A25067867	CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2	CN1C2CCC1CC4C2.c15ccccc1.c16ccccc1.C356.O34
hydrocortisone-valerate	BRD-A25143711	CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C	C167CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C.CCCCC5=O.C7(=O)CO.O56
aminoglutethimide	BRD-A25234499	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	C134CCC(=O)NC1=O.c14ccc(N)cc1.CC3
KI-16425	BRD-A25569250	Cc1noc(-c2ccc(CSCCC(=O)O)cc2)c1NC(=O)OC(C)c1ccccc1Cl	Cc1noc%11c18.c1%11ccc9cc1.c1%10ccccc1Cl.C7CC(=O)O.C34=O.C5%10C.C69.S67.N48.O35
streptozotocin	BRD-A25576662	CN([N+][O-])C(=O)NC1C(O)OC(CO)C(O)C1O	C13C(O)OC4C(O)C1O.CN([N+][O-])C2=O.N23.C4O
emetine	BRD-A25687296	CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21	C18CN2CCc3cc4c5cc3C2CC19.C9C1NCCc2cc6c7cc21.CC8.O4C.O5C.O6C.O7C
securinine	BRD-A25775766	O=C1C=C2C=CC3CC2(O1)C1CCCCN31	O=C1C=C2C=CC3CC2(O1)C1CCCCN31
verrucarin-a	BRD-A26002865	CC1=CC2OC3CC4OC(=O)C=CC=CC(=O)OCCC(C)C(O)C(=O)OCC2(CC1)C4(C)C31CO1	CC1=CC2OC3CC4OC(=O)C=CC=CC(=O)OCCC(C)C(O)C(=O)OCC2(CC1)C4(C)C31CO1
zaldaride	BRD-A26032986	CC1(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)OCc2ccccc2-n2cccc21	CC1(C5)OCc2ccccc2-n2cccc21.n16c(=O)[nH]c2ccccc21.N15CCC6CC1
clobetasol	BRD-A26095496	CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	C167C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C.CCC5=O.C7(=O)CCl.O56
bulleyaconitine-a	BRD-A26097136	CCN1CC2(COC)CCC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14	N18CC2%10CCC%13C34C5CC6(O)C%14CC%15(C5C6%16)C(C%17C23)C14.c19ccc%18cc1.C7(C)=O.C%119=O.CC8.C%12%10.O%12C.O%13C.O%14C.O7%15.O%11%16.O%18C.O%17C
propafenone	BRD-A26334849	CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1	c13ccccc16.c17ccccc1.C5C(O)C2.C6(=O)CC7.CCC4.N45.O23
chlorthalidone	BRD-A26384407	NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl	NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
nicardipine	BRD-A26711594	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1	C3(=O)C1=C(C)NC(C)=C(C4=O)C19.c19cccc([N+](=O)[O-])c1.c18ccccc1.C5C6.N67C.CO3.O45.C78
isamoltane	BRD-A26845397	CC(C)NCC(O)COc1ccccc1-n1cccc1	c13ccccc16.C5C(O)C2.n16cccc1.CC4C.N45.O23
diarylpropionitrile	BRD-A27143604	N#CC(Cc1ccc(O)cc1)c1ccc(O)cc1	c13ccc(O)cc1.c12ccc(O)cc1.N#CC2C3
rolitetracycline	BRD-A27489425	CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12	C16C(=O)C7C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12.N5CN1CCCC1.CN6C.C57=O
altrenogest	BRD-A27554692	C=CCC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21C	C15(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21C.C=CC5
prednisolone	BRD-A27887842	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC23O.C3(=O)CO
cucurbitacin-i	BRD-A28105619	CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(=O)C(=O)C4(C)C)C3(C)C(=O)CC12C	C16C(O)CC2(C)C3CC=C4C(CC(=O)C(=O)C4(C)C)C3(C)C(=O)CC12C.C=5C(=O)C6(C)O.CC(C)(O)C=5
aminomethyltransferase	BRD-A28318179	CC1CCN=C(N)S1	CC1CCN=C(N)S1
L-689560	BRD-A28422058	O=C(Nc1ccccc1)NC1CC(C(=O)O)Nc2cc(Cl)cc(Cl)c21	N4C1CC6Nc2cc(Cl)cc(Cl)c21.c15ccccc1.O=C34.C6(=O)O.N35
paclitaxel	BRD-A28746609	CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C	C1%13C(=O)C2(C)C(O)CC3OCC3%14C2C%15C2(O)CC%16C(C)=C1C2(C)C.C%11(=O)C(O)C58.c16ccccc1.c17ccccc1.c18ccccc1.CC4=O.C9(C)=O.C%106=O.C%127=O.O4%13.O9%14.O%10%15.O%11%16.N%125
tetrahydrozoline	BRD-A28856712	c1ccc2c(c1)CCCC2C1=NCCN1	c1ccc2c(c1)CCCC2C1=NCCN1
puromycin	BRD-A28970875	COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1	n1%11cnc2c7ncnc21.C18C9OC%11C1O.c16ccc%10cc1.C%10C(N)C5=O.N7(C)C.CO6.N58.C9O
gitoxigenin	BRD-A29082194	CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)C(O)CC12O	CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)C(O)CC12O
acebutolol	BRD-A29260609	CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1	c17ccc4c8c1.CCCC2=O.C3C(O)C5.C6(C)C.C8(C)=O.N27.O34.N56
PCA-4248	BRD-A29289453	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCSc2ccccc2)C1C	C3(=O)C1=C(C)NC(C)=C(C4=O)C1C.c17ccccc1.C5C6.CO3.O45.S67
carbinoxamine	BRD-A29426959	CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1	c16ccc(Cl)cc1.c15ccccn1.CN4C.C4C2.C356.O23
RWJ-21757	BRD-A29437505	C=CCn1c(=O)n(C2OC(CO)C(O)C2O)c2nc(N)[nH]c(=O)c21	n13c(=O)n5c2nc(N)[nH]c(=O)c21.C15OC4C(O)C1O.C=CC3.C4O
bicalutamide	BRD-A29485665	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C2=O.c13ccc(C#N)c4c1.C4(F)(F)F.N23
nomifensine	BRD-A29644307	CN1Cc2c(N)cccc2C(c2ccccc2)C1	CN1Cc2c(N)cccc2C(c2ccccc2)C1
17-hydroxyprogesterone-caproate	BRD-A29731977	CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C	C167CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C.CCCCCC5=O.C7(C)=O.O56
disopyramide	BRD-A29734509	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	C3CC56C(N)=O.c16ccccc1.c15ccccn1.CC2C.N234.C4(C)C
KIN001-127	BRD-A29901043	COc1cc(C)c(Sc2cnc(NC(=O)c3ccc(CNC(C)C(C)C)cc3)s2)cc1C(=O)N1CCN(C(C)=O)CC1	c1%10cc(C)c7cc1%15.c1%14ccc5cc1.N18CCN9CC1.c16cnc%13s1.C%12(C)C(C)C.C4%14=O.C8%15=O.C9(C)=O.CO%10.S67.N4%13.C%115.N%11%12
ethotoin	BRD-A30205217	CCN1C(=O)NC(c2ccccc2)C1=O	N13C(=O)NC4C1=O.c14ccccc1.CC3
metergoline	BRD-A30435184	CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21	CN1CC9CC2c3cccc4c3c(cn4C)CC21.c1%10ccccc1.C56=O.C89.N68.O57.C7%10
camptothecin	BRD-A30437061	CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1	CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
MR-16728	BRD-A30590053	O=C(NCCCN1CCCCCC1)C(c1ccccc1)C1CCCCC1	N14CCCCCC1.c16ccccc1.C15CCCCC1.O=C2C56.C3CC4.N23
LFM-A13	BRD-A30655177	CC(=O)C(C#N)C(=O)Nc1cc(Br)ccc1Br	CC(=O)C(C#N)C2=O.c13cc(Br)ccc1Br.N23
felodipine	BRD-A30815329	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl	C2(=O)C1=C(C)NC(C)=C(C3=O)C15.c15cccc(Cl)c1Cl.CC4.O24.O3C
SDZ-WAG-994	BRD-A31007383	COC1C(O)C(CO)OC1n1cnc2c(NC3CCCCC3)ncnc21	n18cnc2c5ncnc21.C14C8OC7C1O.C16CCCCC1.CO4.C7O.N56
fluoxetine	BRD-A31159102	CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	c13ccc6cc1.c15ccccc1.C4CC25.C6(F)(F)F.CN4.O23
TCB2	BRD-A31195449	COc1cc(Br)c(OC)c2c1C(CN)C2	c13cc(Br)c4c2c1C(CN)C2.CO3.O4C
mitotane	BRD-A31204924	Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1	Clc1ccc3cc1.c14ccccc1Cl.C34C(Cl)Cl
kynuramine	BRD-A31227688	NCC(N)C(=O)c1ccccc1	NCC(N)C2=O.c12ccccc1
montelukast	BRD-A31312900	CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1	C=6c1ccc2ccc(Cl)cc2n1.c1%11cccc(C=6)c1.c19ccccc1%10.C%10CC4%11.CC9(C)O.C178CC1.C8C(=O)O.S45.C57
methocarbamol	BRD-A31521121	COc1ccccc1OCC(O)COC(N)=O	c15ccccc16.C3C(O)C4.C2(N)=O.CO5.O36.O24
CGP-20712	BRD-A31575449	Cn1cc(C(F)(F)F)nc1-c1ccc(OCC(O)CNCCOc2ccc(O)c(C(N)=O)c2)cc1	c16ccc(O)c9c1.Cn1cc%10nc1%11.c1%11ccc5cc1.C3C(O)C7.C%10(F)(F)F.C8C4.C9(N)=O.O35.N78.O46
procyclidine	BRD-A31800922	OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1	OC34CC2.c14ccccc1.C13CCCCC1.N12CCCC1
formestane	BRD-A31801025	CC12CCC3C(CCC4C(=O)C(=O)CCC43C)C1CCC2=O	CC12CCC3C(CCC4C(=O)C(=O)CCC43C)C1CCC2=O
carbetocin	BRD-A32161980	CCC(C)C1NC(=O)C(Cc2ccc(OC)cc2)NC(=O)CCCSCC(C(=O)N2CCCC2C(=O)NC(C(=O)NCC(N)=O)C(C)(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O	C1%15NC(=O)C4NC(=O)CCCSCC%13NC(=O)C5NC(=O)C6NC1=O.C%11(C9=O)C(C)(C)C.c17ccc%10cc1.N13CCCC1%14.C6CC(N)=O.CCC%15C.C%12C(N)=O.C5C(N)=O.C3%13=O.C8%14=O.C47.O%10C.N8%11.N9%12
methyllycaconitine	BRD-A32164164	CCN1CC2(COC(=O)c3ccccc3N3C(=O)CC(C)C3=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14	N1%14CC2%16CCC%10C34C5CC6C%11CC(O)(C5C6%12)C(O)(C%13C23)C14.N18C(=O)CC(C)C1=O.c1%15ccccc18.C7%15=O.CC%14.C9%16.O79.O%10C.O%11C.O%12C.O%13C
methyl-angolensate	BRD-A32349859	C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(CC(=O)OC)C12C	C=C1C2CCC3(C)C7OC(=O)CC13OC1CC(=O)C(C)(C)C6C12C.c17ccoc1.C6C5=O.O5C
leu-enkephalin	BRD-A32836748	CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O	CC(C)CC7C(=O)O.c13ccc(O)cc1.C2(=O)C8C%11.c1%11ccccc1.C6(=O)C(N)C3.C4(=O)C9.C5(=O)C%10.N27.N48.N59.N6%10
MRS-1845	BRD-A32949107	C#CCN1C(C)=C(C(=O)CCO)C(c2cccc(-n3oo3)c2)C(C(=O)OC)=C1C	N15C(C)=C(C4=O)C7C(C(=O)CCO)=C1C.c17cccc6c1.C#CC5.n16oo1.O4C
5'-guanidinonaltrindole	BRD-A33084410	N=C(N)Nc1ccc2[nH]c3c(c2c1)CC1(O)C2Cc4ccc(O)c5c4C1(CCN2CC1CC1)C3O5	c17ccc2[nH]c3c(c2c1)CC1(O)C2Cc4ccc(O)c5c4C1(CCN26)C3O5.N=C(N)N7.C18CC1.C68
sotalol	BRD-A33168282	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	c16ccc5cc1.C3C6O.S4(C)(=O)=O.CC2C.N23.N45
oxfendazole	BRD-A33447119	COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1	c16nc2ccc(S(=O)c3ccccc3)cc2[nH]1.C45=O.CO4.N56
metixene	BRD-A33711280	CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1	C4C1c2ccccc2Sc2ccccc21.CN1CCCC4C1
TER-14687	BRD-A33833419	CN(C)CC1Cc2ccccc2C1=O	C14Cc2ccccc2C1=O.CN3C.C34
suloctidil	BRD-A34205397	CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1	CCCCCCCC2.c15ccc6cc1.C3(C)C5O.C4(C)C.N23.S46
VU-0404997-2	BRD-A34208323	CC1(c2ccccc2)CC(=O)N(c2ccc(NC(=O)c3ccccn3)cc2Cl)C1=O	CC18CC(=O)N7C1=O.c17ccc5cc1Cl.c18ccccc1.c16ccccn1.C46=O.N45
rolipram	BRD-A34255068	COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1	c14ccc6cc15.C16CNC(=O)C1.C13CCCC1.CO4.O35
CGP-12177	BRD-A34706053	CC(C)(C)NCC(O)COc1cccc2[nH]c(=O)[nH]c12	c14cccc2[nH]c(=O)[nH]c12.C6C(O)C3.CC5(C)C.N56.O34
homosalate	BRD-A34751532	CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1	CC1CC4CC(C)(C)C1.c15ccccc1O.C35=O.O34
proscillaridin	BRD-A34806832	CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O	C18C=C2CCC3C(CCC4(C)C9CCC34O)C2(C)CC1.CC1OC7C(O)C(O)C1O.c19ccc(=O)oc1.O78
itraconazole	BRD-A34817987	CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	c18ccc(Cl)cc1Cl.n1%12ncn%16c1=O.c1%16ccc%10cc1.N1%10CCN%11CC1.c1%11ccc9cc1.C1%14COC%158O1.n1%13cncn1.CCC%12C.O79.C7%14.C%13%15
eriodictyol	BRD-A35033682	O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21	O=C1CC3Oc2cc(O)cc(O)c21.c13ccc(O)c(O)c1
dexamethasone	BRD-A35108200	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C15O.C5(=O)CO
NECA	BRD-A35338386	CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O	n17cnc2c(N)ncnc21.C16OC7C(O)C1O.C46=O.CC5.N45
L-803087	BRD-A35511923	COC(=O)C(CCCNC(=N)N)NC(=O)CCCc1c(-c2ccccc2)[nH]c2c(F)cc(F)cc12	c17c8[nH]c2c(F)cc(F)cc12.C3(=O)C5CCC6.C4(=O)CCC7.c18ccccc1.N6C(=N)N.CO3.N45
benidipine	BRD-A35519318	COC(=O)C1C(C)=NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1	C18C(C)=NC(C)=C(C5=O)C1%10.c1%10cccc([N+](=O)[O-])c1.C16CCCN7C1.c19ccccc1.C48=O.CO4.O56.C79
teniposide	BRD-A35588707	COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O	c18cc(C2c3cc4c(cc3C(O7)C3COC(=O)C23)OCO4)cc9c1O.C17OC2COC%10OC2C(O)C1O.c1%10cccs1.CO8.O9C
CGP-37157	BRD-A35623999	O=C1CSC(c2ccccc2Cl)c2cc(Cl)ccc2N1	O=C1CSC(c2ccccc2Cl)c2cc(Cl)ccc2N1
pregnenolone-succinate	BRD-A35912562	CC(=O)C1CCC2C3CC=C4CC(OC(=O)CCC(=O)O)CCC4(C)C3CCC12C	C17CCC2C3CC=C4CC6CCC4(C)C3CCC12C.C5(=O)CCC(=O)O.CC7=O.O56
megestrol-acetate	BRD-A35989968	CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C	C167CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C.CC5=O.C7(C)=O.O56
estradiol-benzoate	BRD-A36066264	CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O	CC12CCC3c4ccc7cc4CCC3C1CCC2O.c18ccccc1.C68=O.O67
remacemide	BRD-A36074203	CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1	c15ccccc1.c14ccccc1.CC34C5.C2(=O)CN.N23
sulfinpyrazone	BRD-A36217750	O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1	C3CS(=O)c1ccccc1.O=C1C3C(=O)N4N15.c14ccccc1.c15ccccc1
buphenine	BRD-A36267905	CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1	c15ccc(O)cc1.c14ccccc1.CC2CC4.C3(C)C5O.N23
necrostatin-1	BRD-A36318220	CN1C(=O)C(Cc2c[nH]c3ccccc23)NC1=S	c15c[nH]c2ccccc12.CN1C(=O)C4NC1=S.C45
biperiden	BRD-A36471396	OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2	C14CC2C=CC1C2.OC45CC3.N13CCCCC1.c15ccccc1
SN-38	BRD-A36630025	CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC	c14c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC.CC4
