compound_id	pert_id	smiles	SAFE
flupentixol	BRD-K70487031	OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	C1=6c2ccccc2Sc2ccc7cc21.N14CCN5CC1.C5CC=6.C7(F)(F)F.OCC4
rimcazole	BRD-K70490179	CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1	n15c2ccccc2c2ccccc21.CC1CN4CC(C)N1.C4CC5
ranitidine	BRD-K70505054	CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	CNC(=C[N+](=O)[O-])N2.c16ccc7o1.C2C4.N3(C)C.S45.C56.C37
HMN-214	BRD-K70511574	COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2C=Cc2cc[n+]([O-])cc2)cc1	c14ccc(S5(=O)=O)cc1.c16ccccc1C=7.C=7c1cc[n+]([O-])cc1.N356.C3(C)=O.CO4
zosuquidar	BRD-K70557564	OC(COc1cccc2ncccc12)CN1CCN(C2c3ccccc3C3C(c4ccccc42)C3(F)F)CC1	N17CCN(C2c3ccccc3C3C(c4ccccc42)C3(F)F)CC1.c16cccc2ncccc12.OC(C5)C7.O56
H-9	BRD-K70577657	NCCNS(=O)(=O)c1cccc2cnccc12	S4(=O)(=O)c1cccc2cnccc12.NCC3.N34
trazodone	BRD-K70778732	O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12	O=c1n6nc2ccccn12.N14CCN5CC1.c15cccc(Cl)c1.C6CC4
solanine	BRD-K70881766	CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1	CC1CCC2C(C)C3C(CC4C5CC=C6CC%12CCC6(C)C5CCC43C)N2C1.C19OC%15C(O)C%13C1%14.C1%10OC%16C(O)C(O)C1O.C1%11OC(C)C(O)C(O)C1O.O9%12.C%15O.O%10%13.C%16O.O%11%14
nimetazepam	BRD-K70883034	CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21	CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21
BIBX-1382	BRD-K70914287	CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1	c15ncc2ncnc6c2n1.c17ccc(F)c(Cl)c1.CN1CCC8CC1.N58.N67
cefoxitin	BRD-K70976396	COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21	C167C(=O)N2C(C(=O)O)=C(C5)CSC21.c18cccs1.C4(=O)C8.C3(N)=O.CO6.N47.O35
hippeastrine	BRD-K71003802	CN1CCC2=CC(O)C3OC(=O)c4cc5c(cc4C3C21)OCO5	CN1CCC2=CC(O)C3OC(=O)c4cc5c(cc4C3C21)OCO5
masitinib	BRD-K71035033	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1	Cc1ccc7cc18.c19ccc%10cc1.N15CCN(C)CC1.c16nc%11cs1.c1%11cccnc1.C49=O.N47.C5%10.N68
duloxetine	BRD-K71103788	CNCCC(Oc1cccc2ccccc12)c1cccs1	c14cccc2ccccc12.C5CC36.c16cccs1.CN5.O34
PSB-06126	BRD-K71266197	Nc1c(S(=O)(=O)O)cc(Nc2cccc3ccccc23)c2c1C(=O)c1ccccc1C2=O	Nc1c(S(=O)(=O)O)cc4c2c1C(=O)c1ccccc1C2=O.c15cccc2ccccc12.N45
zafirlukast	BRD-K71289571	COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12	c15cn(C)c2ccc%11cc12.S%10(=O)(=O)c1ccccc1C.c19cc%12ccc1%13.C18CCCC1.C6%12=O.C47=O.CO9.N6%10.C%135.N7%11.O48
clobenpropit	BRD-K71430621	N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1	c15ccc(Cl)cc1.N=C(N2)S3.c14c[nH]cn1.C3CC4.C25
diclofenamide	BRD-K71499074	NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1	NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
SNS-314	BRD-K71512533	O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1	c18ncnc2ccsc12.c19cccc(Cl)c1.c17ncc%10s1.O=C45.C%10C6.N49.N57.N68
GW-9508	BRD-K71534238	O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1	c18ccc7cc1.c19cccc4c1.c15ccccc1.O=C(O)CC8.N67.C69.O45
PNU-120596	BRD-K71731651	COc1cc(OC)c(NC(=O)Nc2cc(C)on2)cc1Cl	c15cc6c8cc1Cl.c17cc(C)on1.C34=O.CO5.O6C.N38.N47
carbamazepine	BRD-K71799949	NC(=O)N1c2ccccc2C=Cc2ccccc21	N13c2ccccc2C=Cc2ccccc21.NC3=O
epothilone-a	BRD-K71823332	CC(=Cc1csc(C)n1)C1CC2OC2CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1	CC=3C1CC2OC2CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1.C=3c1csc(C)n1
CDK2-5-inhibitor	BRD-K71860425	Nc1cc(Nc2ccc(S(N)(=O)=O)cc2)ncn1	c14ccc(S(N)(=O)=O)cc1.Nc1cc3ncn1.N34
marbofloxacin	BRD-K71926323	CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1	c15c(F)cc2c(=O)c6cn3c2c1OCN3C.CN1CCN5CC1.C6(=O)O
MRS-1754	BRD-K72024482	CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCC)c1=O	n19c(=O)c2[nH]c%11nc2n%10c1=O.c18ccc(C#N)cc1.c1%11ccc7cc1.C6C5=O.CCC9.C%10CC.O67.N58
probucol	BRD-K72029282	CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1	c18cc4c(O)c5c1.c19cc6c(O)c7c1.CC23C.C4(C)(C)C.C5(C)(C)C.C6(C)(C)C.C7(C)(C)C.S28.S39
peucedanin	BRD-K72034655	COc1c(C(C)C)oc2cc3oc(=O)ccc3cc12	c14c5oc2cc3oc(=O)ccc3cc12.C5(C)C.CO4
vidarabine	BRD-K72093121	Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O	Nc1ncnc2c1ncn24.C14OC3C(O)C1O.C3O
quinapril	BRD-K72222507	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O	N14Cc2ccccc2CC18.C3(=O)C6CC9.c19ccccc1.C7(C)C4=O.C8(=O)O.CC5.O35.N67
QW-BI-011	BRD-K72264770	COC(=O)c1ccc2c(c1)nc(NC(=O)c1ccccc1)n2CCCc1ccccc1	c16ccc2c(c1)nc5n28.c17ccccc1.c19ccccc1.C8CC9.C36=O.C47=O.CO3.N45
WZ-4002	BRD-K72420232	C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1	c16nc9ncc1Cl.c1%11ccc%12cc18.c1%10cccc7c1.N1%12CCN(C)CC1.C=CC5=O.N5%10.O67.N9%11.O8C
JAK3-inhibitor-I	BRD-K72541103	OCc1cc2ncnc(Nc3ccc(O)cc3)c2cc1CO	c16cc2ncnc4c2cc17.c15ccc(O)cc1.OC6.N45.C7O
fluvoxamine	BRD-K72676686	COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1	C2CCCC(=NO3)c1ccc4cc1.C4(F)(F)F.C3CN.CO2
ZM-447439	BRD-K72703948	COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1	c17cc2c%10ncnc2cc18.c1%11ccc%12cc1.c1%13ccccc1.N19CCOCC1.C6CC9.C5%13=O.CO7.N%10%11.N5%12.O68
arcyriaflavin-a	BRD-K72726508	O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21	O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21
tyrphostin-AG-555	BRD-K72783841	N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1	C=4c1ccc(O)c(O)c1.N#CC=4C2=O.c15ccccc1.C3CC5.N23
cinalukast	BRD-K72816382	CCC(CC)(CC(=O)Nc1cccc(C=Cc2nc(C3CCC3)cs2)c1)C(=O)O	CCC(CC)(CC4=O)C(=O)O.c15cccc(C=6)c1.C=6c1nc7cs1.C17CCC1.N45
SSR-69071	BRD-K72895815	COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O	c17cc%11c2c(c1)S(=O)(=O)N%10C2=O.c16cc(=O)n2cccc8c2n1.N19CCCCC1.C%11(C)C.C%10O6.C5C9.CO7.O58
zidovudine	BRD-K72903603	Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O	Cc1cn4c(=O)[nH]c1=O.C14CC(N=[N+]=[N-])C3O1.C3O
diazoxide	BRD-K73109821	CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1	CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
urapidil	BRD-K73196317	COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1	c16cc(=O)n(C)c(=O)n1C.c13ccccc17.N17CCN4CC1.C4CC5.CO3.N56
ICI-199441	BRD-K73290745	CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccccc1	c15ccc(Cl)c(Cl)c1.c16ccccc1.N14CCCC1.C2(=O)C5.C36C4.CN23
WZ-3146	BRD-K73293050	C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)c1	c16nc8ncc1Cl.c19cccc7c1.c1%10ccc%11cc1.N1%11CCN(C)CC1.C=CC5=O.N59.O67.N8%10
PF-04217903	BRD-K73319509	OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1	c19cnc2nnn7c2n1.c18ccc2ncccc2c1.n16cc9cn1.OCC6.C78
quinisocaine	BRD-K73391359	CCCCc1cc2ccccc2c(OCCN(C)C)n1	c16cc2ccccc2c4n1.CCCC6.C3C5.N5(C)C.O34
ARP-101	BRD-K73395020	CC(C)ON(C(C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1	O3N(C(C(=O)NO)C(C)C)S(=O)(=O)c1ccc4cc1.c14ccccc1.CC3C
purmorphamine	BRD-K73397362	c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1	c16nc8c2ncn%11c2n1.c1ccc2c7cccc2c1.c19ccc%10cc1.N1%10CCOCC1.C1%11CCCCC1.O67.N89
corticosterone	BRD-K73589401	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C3CCC12.C3(=O)CO
nizatidine	BRD-K73589491	CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1	CNC(=C[N+](=O)[O-])N2.c16csc7n1.C2C4.N3(C)C.S45.C56.C37
skatole	BRD-K73824630	Cc1c[nH]c2ccccc12	Cc1c[nH]c2ccccc12
cinacalcet	BRD-K73838513	CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12	c15cccc2ccccc12.c16cccc7c1.C4CC6.C7(F)(F)F.CC35.N34
hydrocortisone	BRD-K73978287	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC25O.C3(=O)CCC(=O)O.C5(=O)C4.O34
BI-78D3	BRD-K73982490	O=[N+]([O-])c1cnc(Sc2nnc(O)n2-c2ccc3c(c2)OCCO3)s1	c14ccc2c(c1)OCCO2.O=[N+]([O-])c1cnc5s1.c16nnc(O)n14.S56
isoquercetin	BRD-K73991644	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	O=c1c4c6oc2cc(O)cc(O)c12.C13OC5C(O)C(O)C1O.c16ccc(O)c(O)c1.O34.C5O
telmisartan	BRD-K73999723	CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1	c17nc2c(C)cc9cc2n16.c19nc2ccccc2n1C.c18ccc%10cc1.c1%10ccccc15.CCC7.C5(=O)O.C68
acetohydroxamic-acid	BRD-K74112339	O=C(Cc1ccccc1)NO	c12ccccc1.O=C(C2)NO
oligomycin-a	BRD-K74133369	CCC1C=CC=CCC(C)C(O)C(C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1)OC1(CCC(C)C(CC(C)O)O1)C2C	C14C=CC=CCC(C)C(O)C(C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1)OC1(CCC(C)C3O1)C2C.C3C(C)O.CC4
naftifine	BRD-K74141488	CN(CC=Cc1ccccc1)Cc1cccc2ccccc12	c16cccc2ccccc12.C=5c1ccccc1.CN34.C3C=5.C46
irsogladine	BRD-K74195153	Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1	Nc1nc3nc(N)n1.c13cc(Cl)ccc1Cl
ergocryptine	BRD-K74212935	CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12	C1%10C(=O)N2CCCC2C2(O)OC8%11C(=O)N12.C19C=C2c3cccc4[nH]cc(c34)CC2N(C)C1.CC(C)C%10.C79=O.C%11(C)C.N78
UNC-0321	BRD-K74236984	COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1OCCOCCN(C)C	c17cc2c%10nc%11nc2cc18.N1%11CCCN(C)CC1.C1%12CCN(C)CC1.C4C5.C6C9.N9(C)C.CO7.N%10%12.O48.O56
IKK-2-inhibitor-V	BRD-K74305673	O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O	c13cc5cc6c1.c14cc(Cl)ccc1O.C5(F)(F)F.C6(F)(F)F.O=C24.N23
NSC-632839	BRD-K74402642	Cc1ccc(C=C2CNCC(=Cc3ccc(C)cc3)C2=O)cc1	Cc1ccc(C=4)cc1.C1=4CNCC=5C1=O.C=5c1ccc(C)cc1
1,2-dichlorobenzene	BRD-K74430258	Clc1cccc(C=NC=Nc2cccc(Cl)c2)c1	Clc1cccc(C=NC=Nc2cccc(Cl)c2)c1
azithromycin	BRD-K74501079	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O	C19OC(=O)C(C)C6C(C)C7C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O.C14CC3(C)C(O)C(C)O1.C15OC(C)CC8C1O.N8(C)C.CC9.O46.O3C.O57
pazopanib	BRD-K74514084	Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O	Cc1ccc7cc1S(N)(=O)=O.c18ccc2c(C)n(C)nc2c1.c15nccc6n1.N68C.N57
APHA-compound-8	BRD-K74733595	Cn1cc(C(=O)Cc2ccccc2)cc1C=CC(=O)NO	Cn1cc3cc1C=4.c15ccccc1.C=4C(=O)NO.C3(=O)C5
WT-171	BRD-K74761218	O=C(CCCCCCC(=O)NN=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)NO	O=C(CCCCCCC(=O)NN=Cc1ccc3cc1)NO.c14ccccc1.c15ccccc1.N345
bosentan	BRD-K74763371	COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO	S8(=O)(=O)c1ccc%10cc1.c17c4nc%11nc19.c15ccccc16.c1%11ncccn1.C%10(C)(C)C.C3CO.CO5.O67.N89.O34
tomelukast	BRD-K74765201	CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O	c17c4ccc5c1O.C3CCC6.c16nnn[nH]1.CCC7.C5(C)=O.O34
brinzolamide	BRD-K74913225	CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	N4C1CN5S(=O)(=O)c2sc(S(N)(=O)=O)cc21.C5CC3.CC4.O3C
procainamide	BRD-K75089421	CCN(CC)CCNC(=O)c1ccc(N)cc1	c17ccc(N)cc1.N345.C5C6.C27=O.CC3.C4C.N26
acetyl-geranygeranyl-cysteine	BRD-K75181824	CC(=O)NC(CSCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(=O)O	C2(C3)C(=O)O.C=5(C)CCC=6.C=6(C)CCC=7.C=7(C)CCC=8.CC1=O.C4C=5.C=8(C)C.N12.S34
alisertib	BRD-K75295174	COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O	c16ncc2c(n1)-c1ccc(Cl)cc1C(c1c5cccc1F)=NC2.c14cc7ccc18.C8(=O)O.CO4.N67.O5C
GS-39783	BRD-K75478907	CSc1nc(NC2CCCC2)c([N+](=O)[O-])c(NC2CCCC2)n1	c17nc3c([N+](=O)[O-])c4n1.C15CCCC1.C16CCCC1.CS7.N35.N46
FTI-276	BRD-K75532464	CSCCC(NC(=O)c1ccc(NCC(N)CS)cc1-c1ccccc1)C(=O)O	c17ccc6cc18.C5CC3C(=O)O.c18ccccc1.C4C(N)CS.C27=O.CS5.N23.N46
talipexole	BRD-K75615183	C=CCN1CCc2nc(N)sc2CC1	N13CCc2nc(N)sc2CC1.C=CC3
metoclopramide	BRD-K75641298	CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	c18cc(Cl)c(N)cc13.N456.C6C7.C28=O.CC4.C5C.N27.O3C
rizatriptan	BRD-K75699339	CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12	c16c[nH]c2ccc7cc12.n15cncn1.CN4C.C4C6.C57
pizotifen	BRD-K75958195	CN1CCC(=C2c3ccccc3CCc3sccc32)CC1	C1=4c2ccccc2CCc2sccc21.CN1CCC=4CC1
tyrphostin-AG-1296	BRD-K76064317	COc1cc2ncc(-c3ccccc3)nc2cc1OC	c14cc2ncc6nc2cc15.c16ccccc1.CO4.O5C
benzydamine	BRD-K76133116	NCc1ccccc1	c12ccccc1.NC2
losartan	BRD-K76205745	CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	c14nc(Cl)c5n13.c16ccc8cc1.c18ccccc17.c17nnn[nH]1.CCCC4.C5O.C36
MAPP-D-erythro	BRD-K76274772	CCCCCCCCCCCCCC(=O)NC(C)C(O)c1ccccc1	CCCCCCCCCCCCCC2=O.c14ccccc1.C3(C)C4O.N23
phenazopyridine	BRD-K76304753	Nc1ccc(N=Nc2ccccc2)c(N)n1	Nc1ccc(N=Nc2ccccc2)c(N)n1
enrofloxacin	BRD-K76534306	CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1	c15cc2c(cc1F)c(=O)c6cn27.N14CCN5CC1.C6(=O)O.C17CC1.CC4
PHTPP	BRD-K76568384	Oc1ccc(-c2c(-c3ccccc3)nn3c(C(F)(F)F)cc(C(F)(F)F)nc23)cc1	c17c6nn2c4cc5nc12.Oc1ccc7cc1.c16ccccc1.C4(F)(F)F.C5(F)(F)F
fraxetin	BRD-K76587808	COc1cc2ccc(=O)oc2c(O)c1O	c13cc2ccc(=O)oc2c(O)c1O.CO3
fasudil	BRD-K76617868	O=S(=O)(c1cccc2cnccc12)N1CCCNCC1	O=S3(=O)c1cccc2cnccc12.N13CCCNCC1
homoharringtonine	BRD-K76674262	COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4	C17C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4.C5(=O)CC(O)(CCCC(C)(C)O)C6=O.CO5.O67
HNHA	BRD-K76698671	O=C(CCCCCCSc1ccc2ccccc2c1)NO	O=C(CCCCCC3)NO.c14ccc2ccccc2c1.S34
isotretinoin	BRD-K76723084	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O	C=3C1=C(C)CCCC1(C)C.CC=2C=3.C=4C=5C.C=5C(=O)O.C=2C=4
nimesulide	BRD-K76775527	CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1	c15ccc([N+](=O)[O-])cc12.c13ccccc1.CS4(=O)=O.N45.O23
SB-415286	BRD-K76805682	O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1	O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1N3.c13ccc(O)c(Cl)c1
nicergoline	BRD-K76810206	COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13	C126CC8CN(C)C1Cc1cn(C)c3cccc2c13.c17cncc(Br)c1.C47=O.CO6.C58.O45
RS-17053	BRD-K76840893	CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1	c1%10c[nH]c2ccc(Cl)cc12.c15ccccc16.CC7(C)C%10.C8C3.C19CC1.N78.O35.O46.C49
benzanthrone	BRD-K76872913	O=C1c2ccccc2-c2cccc3cccc1c23	O=C1c2ccccc2-c2cccc3cccc1c23
VU-0418947-2	BRD-K76907295	c1ccc(-c2cccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)c2)cc1	c16nc8nnc19.c1%10cccc7c1.c1ccc%10cc1.c18ccccn1.c19ccccc1.C57.N56
CP-724714	BRD-K76908866	COCC(=O)NCC=Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1	C=%12c1ccc2ncnc%10c2c1.c1%11ccc7c(C)c1.c18ccc(C)nc1.C6C5=O.C9C=%12.CO6.N59.N%10%11.O78
WYE-354	BRD-K77008974	COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1	c1%12nc9c2cnn%11c2n1.c1%10ccc%12cc1.C1%11CCN8CC1.N19CCOCC1.C57=O.C68=O.CO5.N7%10.O6C
PD-169316	BRD-K77133231	O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1	O=[N+]([O-])c1ccc4cc1.c14nc5c6[nH]1.c15ccc(F)cc1.c16ccncc1
proxyfan	BRD-K77171813	c1ccc(COCCCc2cnc[nH]2)cc1	c1ccc6cc1.c15cnc[nH]1.C4CC5.C36.O34
calcifediol	BRD-K77175907	C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O	C1=4CCCC2(C)C5CCC12.C5(C)CCCC(C)(C)O.C=C1CCC(O)CC1=3.C=3C=4
reversine	BRD-K77286328	c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1	c1nc2c5nc6nc2[nH]1.c17ccc8cc1.C19CCCCC1.N18CCOCC1.N59.N67
xanthohumol	BRD-K77390737	COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)C=Cc1ccc(O)cc1	c12cc(O)c6c(O)c13.C=5c1ccc(O)cc1.C3(=O)C=5.C6C=4.C=4(C)C.CO2
etomoxir	BRD-K77625572	O=C(O)C1(CCCCCCOc2ccc(Cl)cc2)CO1	C6CCCCC3.c14ccc(Cl)cc1.C156CO1.O=C5O.O34
naphazoline	BRD-K77641333	c1ccc2c(CC3=NCCN3)cccc2c1	c1ccc2c4cccc2c1.C4C1=NCCN1
SB-200646	BRD-K77677632	Cn1ccc2cc(NC(=O)Nc3cccnc3)ccc21	Cn1ccc2cc6ccc21.c17cccnc1.C45=O.N46.N57
tiabendazole	BRD-K77695569	c1ccc2[nH]c(-c3cscn3)nc2c1	c1ccc2[nH]c4nc2c1.c14cscn1
moxonidine	BRD-K77771411	COc1nc(C)nc(Cl)c1NC1=NCCN1	c12nc(C)nc(Cl)c13.N3C1=NCCN1.CO2
hydroxyfasudil	BRD-K77793136	O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1	O=S3(=O)c1cccc2c(O)nccc12.N13CCCNCC1
entinostat	BRD-K77908580	Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1	Nc1ccccc18.c19ccc%10cc1.c1%11cccnc1.C49=O.C35=O.N48.C7%10.N57.O36.C6%11
quipazine	BRD-K77925998	c1ccc2nc(N3CCNCC3)ccc2c1	c1ccc2nc4ccc2c1.N14CCNCC1
fluspirilene	BRD-K77947974	O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2	O=C1NCN4C12CCN3CC2.c15ccc(F)cc1.c16ccc(F)cc1.c14ccccc1.C3CCC56
mebendazole	BRD-K77987382	COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1	c16nc2ccc7cc2[nH]1.c18ccccc1.C45=O.C78=O.CO4.N56
ganglioside	BRD-K77998258	COC(=O)c1c(OC)cc2c(c1C)Oc1c(Cl)c(OC(C)=O)c(Cl)c(C)c1C(=O)O2	c17c5cc2c(c1C)Oc1c(Cl)c6c(Cl)c(C)c1C(=O)O2.C37=O.C4(C)=O.CO3.O5C.O46
W-12	BRD-K78084463	NCCCCNS(=O)(=O)c1ccc2ccccc2c1	S4(=O)(=O)c1ccc2ccccc2c1.NCCCC3.N34
NNC-55-0396	BRD-K78122587	CC(C)C1c2ccc(F)cc2CCC1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1	CC(C)C1c2ccc(F)cc2CCC149.c18nc2ccccc2[nH]1.C6CC8.C9C5.N56C.C37=O.C17CC1.O34
menadione	BRD-K78126613	CC1=CC(=O)c2ccccc2C1=O	CC1=CC(=O)c2ccccc2C1=O
NM-PP1	BRD-K78278890	CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21	n14nc5c2c(N)ncnc21.c16cccc2ccccc12.CC4(C)C.C56
anandamide	BRD-K78280988	CCCCCC=CCC=CCC=CCCCCCCC(=O)NCCO	C=5CCCCCCC1=O.CCCCCC=3.C=3CC=4.C=4CC=5.C2CO.N12
osthol	BRD-K78294846	COc1ccc2ccc(=O)oc2c1CC=C(C)C	c13ccc2ccc(=O)oc2c15.C5C=4.C=4(C)C.CO3
Ro-3306	BRD-K78373679	O=C1N=C(NCc2cccs2)SC1=Cc1ccc2ncccc2c1	C=4c1ccc2ncccc2c1.O=C1N=C(N3)SC1=4.c15cccs1.C35
crizotinib	BRD-K78431006	CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl	c16c(Cl)ccc(F)c1Cl.c15cc8cnc1N.c18cnn7c1.C17CCNCC1.CC46.O45
